"","EFT_ln_k","EFT_s","NCC_ln_k","NCC_s","sigma_sq","Sigma_11","Sigma_12","Sigma_22","n_EFT","n_NCC","EFT_est_ln_k","EFT_est_s","NCC_est_ln_k","NCC_est_s","est_sigma_sq","est_Sigma_11","est_Sigma_12","est_Sigma_22","est_con_sigma_sq","est_con_g","red_est_ln_k","red_est_s","red_est_sigma_sq","red_est_Sigma_11","red_est_Sigma_12","red_est_Sigma_22","red_est_con_sigma_sq","red_est_con_g","mse_ln_k","mse_s","err_inprod","EFT_ln_k_mazur","NCC_ln_k_mazur","est_sigma_sq_mazur","est_g_mazur","EFT_ln_k_nl","EFT_s_nl","NCC_ln_k_nl","NCC_s_nl","var_ln_k_nl","var_s_nl","corr_ln_k_s_nl","var_residual_nl","lik_ut_nl","BIC_ut_nl","deriv_offset","p_value_nl","p_value_nl_lrt","mse_ln_k_nl","mse_s_nl","err_inprod_nl","lik_uc","lik_uc_red","lik_con","lik_con_red","F_con","lik_mazur","F_mazur","BIC_lin_uc","BIC_lin_con","BIC_mazur","BIC_nl","mh_dist_lin","mh_dist_nl"
"1",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-5.25523441726386,0.723375403883542,-6.37898917321722,0.953653145169388,1.29166203908612,9.71300741595501,-1.17710988314552,0.201959538356415,1.29166203908612,9.12790490940049,-5.81711179524054,0.838514274526466,1.29166203908612,10.0287136038369,-1.24180380988557,0.215216497889343,1.29166203908612,9.2608681663449,2.8599504316097,0.0864824672252901,-0.48083176093713,-6.9032921788307,-6.65511174113105,2.00666595360052,9.60530969544456,-3.68054466630568,0.515874710057002,-4.27479323639068,0.6366504129556,4.56896309,0.10624834,-0.844,0.02476986,91.7099769870829,-133.864710845328,1249.42898220897,0.466865299782241,0.42657844024977,8.79276501544955,0.196810590569718,-1.27273519584646,-902.559935611815,-904.35048322927,-920.053293538079,-920.966301878391,0.892731670873764,-948.5635796826,0.344416236042977,1854.67511435247,1877.27301942279,NA,2364.99325357261,0.4944279784698,1.2038338586462
"2",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-5.78193232205168,0.775110755913087,-5.66435169762177,0.884336021648989,1.51930200260599,10.896435018654,-1.21112069856497,0.182079882246374,1.51930200260599,7.81106835549402,-5.72314200983672,0.829723388781038,1.51930200260599,10.8998913194643,-1.20791000482779,0.185062421915144,1.51930200260599,8.16849240967746,2.72333597005989,0.0708209891247387,-0.426159572566975,-7.12176424377386,-6.35344775029104,2.15359535978093,9.22327882989088,-3.85003331751725,0.514772703405398,-3.86553962425262,0.609484251766055,6.90519011,0.13121452,-0.9,0.03001164,49.2107280662068,-48.8662130035762,1274.43412116695,0.0880703936208714,0.0757782928933414,7.32109517835493,0.158197783280843,-1.01678353717337,-930.600000316453,-932.824266388192,-950.071990229697,-952.855482081419,2.75844366470266,-964.592221734967,3.19060441119391,1910.75524376174,1937.31041280602,NA,2500.00202933033,0.408110592886013,1.07531737329237
"3",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-5.6138961098173,0.801323979450578,-5.97951652397435,0.86637043467372,1.35423227658297,7.14581346089271,-0.841623560976283,0.16768114855443,1.35423227658297,9.03316299698598,-5.79670631689583,0.833847207062149,1.35423227658297,7.1792330327048,-0.847569138950815,0.168738908888704,1.35423227658297,9.04041663099874,2.03608335493797,0.0536879577648067,-0.314351935009316,-6.79755642889407,-6.7756468948907,1.9360446514444,10.7967282760983,-4.08421211056917,0.595027618086797,-4.1201015155526,0.600603512575203,4.07460098,0.10398321,-0.783,0.02499398,88.7245002885709,-127.893757448304,1277.13764619914,0.99849134509883,0.993421806538874,6.86726803235824,0.148585658316505,-0.976439877833877,-908.07458418916,-908.227186969628,-930.98509819553,-931.035687518651,0.0491616764339853,-943.512187086413,0.0025011301829542,1865.70441150716,1899.13662873769,NA,2426.38153494998,0.333050998365636,0.925586898616275
"4",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-6.03509223351102,0.833680054938819,-5.61896932338947,0.788149587637201,1.37859157675236,8.98862109786347,-1.03226811813357,0.188090166808174,1.37859157675236,9.75562314029904,-5.82703077845025,0.81091482128801,1.37859157675236,9.03191066694546,-1.03700468577175,0.18860842267135,1.37859157675236,9.77228472354312,3.46100514754415,0.0892230909281815,-0.536291946587856,-7.02598342760445,-6.88111925975543,2.04342099875783,11.201368882794,-3.97152497548572,0.536352687612336,-3.80661250140374,0.538271390837909,4.81292441,0.10590219,-0.817,0.02519799,85.516960173144,-121.478677217451,1304.50569225447,0.863174801527213,0.862464242547853,8.34376987024143,0.179159645781646,-1.17737323366767,-918.075328166532,-918.206782991648,-940.220173769676,-940.328527174692,0.10533909991257,-957.917280542065,0.100161888450391,1885.7058994619,1917.60677988598,NA,2487.5327072915,0.526384458219276,1.13700037261607
"5",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-5.39455200618342,0.74034895742999,-6.02391716113476,0.823860256959382,1.31855516047212,8.90611951933593,-1.09587954092807,0.188440514572719,1.31855516047212,8.00424627503912,-5.70923458365909,0.782104607194686,1.31855516047212,9.00514464390267,-1.10901931642019,0.190184048859991,1.31855516047212,8.02753334131304,3.34021527797285,0.0913325770114299,-0.538356664425815,-6.9414857279638,-7.07331217052239,2.02279764502363,8.43065600034901,-4.31422694164637,0.597829418719383,-4.323905673836,0.583053688542271,4.90504584,0.11343159,-0.86,0.02488929,94.8145263397176,-140.073809550598,1251.09124699514,0.935313046654502,0.921695624441136,6.53504328291237,0.13483863987675,-0.907095939358747,-900.766473419315,-901.060920676789,-916.870078098543,-917.050880612782,0.1758637489754,-946.416653223785,0.108407089192211,1851.08818996747,1870.90658854371,NA,2362.10868443968,0.512036925423758,0.860608910352947
"6",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-5.57694608356638,0.828196230715549,-5.09164742806718,0.775610127120834,1.33625444964678,9.07663394388746,-0.981476685368811,0.174055625103493,1.33625444964678,10.4822761667089,-5.33429675581678,0.801903178918192,1.33625444964678,9.13551264014479,-0.987856676711926,0.174746949676312,1.33625444964678,10.5062483153373,2.34509601282273,0.0550547783384387,-0.341122287147635,-6.60050848333389,-6.42850422535581,1.97034854302923,12.3253866365368,-3.83742436822599,0.563037764212321,-3.23331598988712,0.49599650069835,4.47720915,0.09841787,-0.808,0.02953087,52.6384568002669,-55.7216704716964,1261.90181472075,0.648516623785327,0.593600469316638,8.31146256871028,0.180555712622299,-1.17295229687924,-912.368075256543,-912.543721196598,-937.154482081338,-937.300472400424,0.141967157301191,-952.079926624523,0.134091880521221,1874.29139364192,1911.4753965093,NA,2468.08195896981,0.355429207136287,1.16526118064835
"7",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-6.54079240059922,0.990248494611239,-5.97284567155562,0.78228312010625,1.46407880754042,8.28189387047101,-1.09992417899004,0.19704804306292,1.46407880754042,6.38381952492889,-6.25681903607742,0.886265807358744,1.46407880754042,8.36253474222884,-1.12945249254115,0.207860442311171,1.46407880754042,6.71860071829642,3.31122927506661,0.0780361686318485,-0.496417624142323,-6.59888934631023,-7.26994650340628,2.11834227556425,6.86159378868988,-4.46494763661795,0.683041674074726,-4.49565383107068,0.600715632545937,3.88719682,0.0933264,-0.857,0.02861287,73.3018205325753,-97.0483979363133,1257.42555488688,0.108154806465076,0.0976375108075592,8.67352535991651,0.200029345942084,-1.26406336245856,-916.248129396897,-918.906044988453,-928.630685030053,-931.73462768788,3.0831090971459,-951.354798942263,3.2178015259545,1882.05150192263,1894.42780240673,NA,2417.80271183745,0.450564831114138,1.2483928035796
"8",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-6.13084485035855,0.841446964600289,-6.35739696426597,0.889849822629921,1.42090238001937,11.2387243689037,-1.13894324199284,0.190174289635057,1.42090238001937,12.0719217575694,-6.24412090731226,0.865648393615105,1.42090238001937,11.2515558339827,-1.14168468444429,0.190759998801416,1.42090238001937,12.0779395406478,3.25210829800746,0.0873008226074443,-0.516789944527652,-7.07546280653071,-7.0136432174961,2.03965019270424,14.8585012036954,-4.2392794998929,0.577734276835243,-4.32879763747146,0.598322392114163,5.78766131,0.11973116,-0.807,0.02398613,93.7504611370088,-137.94567914518,1386.51020712028,0.979161685010154,0.974196889796871,10.28809485967,0.204359781780664,-1.39817506689139,-933.348494991812,-933.431782809615,-961.279116376273,-961.311334124438,0.0313044445122049,-966.640269275279,0.0140598717240672,1916.25223311246,1959.72466509917,NA,2635.07473509538,0.500738855630875,1.34255732318573
"9",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-5.9096367821512,0.816464354148676,-6.85917334301685,0.983040652276258,1.31529365030035,10.0472387349899,-1.17981187561886,0.181450185526069,1.31529365030035,7.6918701786679,-6.38440506258403,0.899752503212467,1.31529365030035,10.272643655095,-1.21935444693031,0.188387101300541,1.31529365030035,7.73997769076309,2.83846499135538,0.0759144090858558,-0.451320941846005,-7.00309466664863,-6.96021274818766,1.90330209330356,8.62715561728988,-4.25740706059166,0.596742409623164,-4.36194192579363,0.62833909012541,4.71280521,0.10764752,-0.874,0.02767373,74.8355761233635,-100.11590911789,1262.98761426935,0.908349272228593,0.907090205655505,9.93329461236325,0.195004752033728,-1.36240913178889,-897.474843322703,-898.450692407961,-913.791737613013,-914.178103352456,0.376364436563003,-932.220083584237,0.011942346216818,1844.50492977424,1864.74990757265,NA,2425.8593194208,0.431565923164595,1.21232142852466
"10",-5.86,0.83,-5.86,0.83,1.359326,9.604077,-1.1484446,0.2002995,35,35,-6.07887565171595,0.824102230675362,-5.79009580393185,0.813157117302945,1.36407315587227,11.5665476196174,-1.04094329316249,0.151456906830511,1.36407315587227,12.6337179564306,-5.9344857278239,0.818629673989154,1.36407315587227,11.5873960697389,-1.04173347520591,0.151486855707194,1.36407315587227,12.6659761227561,2.48696014636236,0.0624450436753906,-0.379125885362982,-7.12682904431927,-6.90325734974308,1.91043490980185,16.3457452812592,-4.13881304048719,0.569375867725929,-4.01452616852483,0.568999266130857,5.04048579,0.10672845,-0.779,0.02418127,92.7224139381293,-135.889584747421,1354.37879696611,0.944483058361019,0.938549407541179,10.4823135672166,0.174835650493846,-1.31354161244754,-920.523049433514,-920.616069110143,-954.224522160019,-954.389950584761,0.160891938438728,-953.743109748694,0.179496253596574,1890.60134199586,1945.61547666667,NA,2572.86800918481,0.375440123119743,1.25945677774778
